sector_fuel,year,value,scenario,variant,unit
Dienstleistungen,2052,5.157254907625799,ZERO-Basis,KKW50,PJ
Dienstleistungen,2053,4.896060104570298,ZERO-Basis,KKW50,PJ
Dienstleistungen,2054,4.5762820433209335,ZERO-Basis,KKW50,PJ
Dienstleistungen,2055,4.348348915109843,ZERO-Basis,KKW50,PJ
Dienstleistungen,2056,4.099356531841391,ZERO-Basis,KKW50,PJ
Dienstleistungen,2057,3.861498113935877,ZERO-Basis,KKW50,PJ
Dienstleistungen,2058,3.6578300583855885,ZERO-Basis,KKW50,PJ
Dienstleistungen,2059,3.4670287610573833,ZERO-Basis,KKW50,PJ
Dienstleistungen,2060,3.2591860577592016,ZERO-Basis,KKW50,PJ
Erdgas,2000,20.79,ZERO-Basis,KKW50,PJ
Erdgas,2001,21.490000000000002,ZERO-Basis,KKW50,PJ
Erdgas,2002,21.010000000000005,ZERO-Basis,KKW50,PJ
Erdgas,2003,22.729999999999997,ZERO-Basis,KKW50,PJ
Erdgas,2004,23.48,ZERO-Basis,KKW50,PJ
Erdgas,2005,24.109999999999992,ZERO-Basis,KKW50,PJ
Erdgas,2006,23.769999999999992,ZERO-Basis,KKW50,PJ
Erdgas,2007,22.42,ZERO-Basis,KKW50,PJ
Erdgas,2008,24.119999999999994,ZERO-Basis,KKW50,PJ
Erdgas,2009,23.979999999999993,ZERO-Basis,KKW50,PJ
Erdgas,2010,27.100000000000005,ZERO-Basis,KKW50,PJ
Erdgas,2011,22.56,ZERO-Basis,KKW50,PJ
Erdgas,2012,25.889999999999997,ZERO-Basis,KKW50,PJ
Erdgas,2013,27.900000000000002,ZERO-Basis,KKW50,PJ
Erdgas,2014,22.619999999999997,ZERO-Basis,KKW50,PJ
Erdgas,2015,25.52,ZERO-Basis,KKW50,PJ
Erdgas,2016,27.060000000000006,ZERO-Basis,KKW50,PJ
Erdgas,2017,26.459999999999997,ZERO-Basis,KKW50,PJ
Erdgas,2018,24.58,ZERO-Basis,KKW50,PJ
Erdgas,2019,25.810000000000006,ZERO-Basis,KKW50,PJ
Erdgas,2020,25.013192519198558,ZERO-Basis,KKW50,PJ
Erdgas,2021,24.38927080549928,ZERO-Basis,KKW50,PJ
Erdgas,2022,22.944572839762923,ZERO-Basis,KKW50,PJ
Erdgas,2023,21.647271153013705,ZERO-Basis,KKW50,PJ
Erdgas,2024,20.57223093955888,ZERO-Basis,KKW50,PJ
Erdgas,2025,19.51678497829751,ZERO-Basis,KKW50,PJ
Erdgas,2026,18.28373502135114,ZERO-Basis,KKW50,PJ
Erdgas,2027,17.293701685404066,ZERO-Basis,KKW50,PJ
Erdgas,2028,16.323585709567986,ZERO-Basis,KKW50,PJ
Erdgas,2029,15.262107528660259,ZERO-Basis,KKW50,PJ
Erdgas,2030,14.35384126223881,ZERO-Basis,KKW50,PJ
Erdgas,2031,13.563593742363128,ZERO-Basis,KKW50,PJ
Erdgas,2032,12.690116983552954,ZERO-Basis,KKW50,PJ
Erdgas,2033,11.810567112996267,ZERO-Basis,KKW50,PJ
Erdgas,2034,11.081003911543505,ZERO-Basis,KKW50,PJ
Erdgas,2035,10.321130593365929,ZERO-Basis,KKW50,PJ
Erdgas,2036,9.320998780048305,ZERO-Basis,KKW50,PJ
Erdgas,2037,8.54465707281563,ZERO-Basis,KKW50,PJ
Erdgas,2038,7.772457332282399,ZERO-Basis,KKW50,PJ
Erdgas,2039,7.172151980405385,ZERO-Basis,KKW50,PJ
Erdgas,2040,6.63023895070988,ZERO-Basis,KKW50,PJ
Erdgas,2041,5.98751942046726,ZERO-Basis,KKW50,PJ
Erdgas,2042,5.491835566755399,ZERO-Basis,KKW50,PJ
Erdgas,2043,4.988390741164508,ZERO-Basis,KKW50,PJ
Erdgas,2044,4.483945016582473,ZERO-Basis,KKW50,PJ
Erdgas,2045,3.954235857898587,ZERO-Basis,KKW50,PJ
Erdgas,2046,3.466522394623694,ZERO-Basis,KKW50,PJ
Erdgas,2047,3.0165981215623168,ZERO-Basis,KKW50,PJ
Erdgas,2048,2.636248264976639,ZERO-Basis,KKW50,PJ
Erdgas,2049,2.3171288374838968,ZERO-Basis,KKW50,PJ
Erdgas,2050,2.028113261784732,ZERO-Basis,KKW50,PJ
Erdgas,2051,1.8037008832857089,ZERO-Basis,KKW50,PJ
Erdgas,2052,1.6305303608989177,ZERO-Basis,KKW50,PJ
Erdgas,2053,1.4927024387752366,ZERO-Basis,KKW50,PJ
Erdgas,2054,1.3508707566978242,ZERO-Basis,KKW50,PJ
Erdgas,2055,1.2439195824651528,ZERO-Basis,KKW50,PJ
Erdgas,2056,1.1299785739819848,ZERO-Basis,KKW50,PJ
Erdgas,2057,1.0294570073105176,ZERO-Basis,KKW50,PJ
Erdgas,2058,0.9430447340713093,ZERO-Basis,KKW50,PJ
Erdgas,2059,0.8665991271401385,ZERO-Basis,KKW50,PJ
Erdgas,2060,0.7912779740122586,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2000,1.2164802320672135,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2001,1.2654200903802253,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2002,1.2460462216641084,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2003,1.2226288060305208,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2004,1.2259679866311404,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2005,1.201419347025766,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2006,1.2059175648614857,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2007,1.2072244628013007,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2008,1.2048438681737073,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2009,1.194844984941233,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2010,1.201753211912813,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2011,1.1966354309167428,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2012,1.189332651612142,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2013,1.1665545849350991,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2014,1.138836435896961,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2015,1.110996435851516,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2016,1.086140456046381,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2017,1.0804293293252587,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2018,1.069397658543487,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2019,1.051034630465584,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2020,2.138677848425975,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2021,1.9034422159470605,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2022,2.4316854900594054,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2023,2.7694180515904274,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2024,2.8608206506571756,ZERO-Basis,KKW50,PJ
